Razón Social,Estado,Municipio,Domicilio,Colonia,C.P.,Teléfono,E-mail,tipo_hospedaje,id_propietario,destino_id
HOTEL TEHUACAN PLAZA,Puebla,Tehuacán,Calle 1 SUR 102 int S/N,Colonia CENTRO,75700,2383829688,,Hotel,793,111
HOTEL ZENITH,Puebla,Tehuacán,Calle 1 PONIENTE 113 int S/N,Colonia CENTRO,75700,2383840130,,Hotel,794,61
HOTEL LA SUIZA,Puebla,Tehuacán,Calle 5 SUR 331 int S/N,Colonia CENTRO,75700,2383833161,,Hotel,795,58
BOGH SUITES HOTEL,Puebla,Tehuacán,Calle 1 NORTE 102 int S/N,Colonia CENTRO,75700,2383823474,,Hotel,796,34
HOTEL CAMPANARIO,Puebla,Tehuacán,Calle 5 SUR 110 int 7,Colonia CENTRO,75700,,,Hotel,797,97
HOTEL ALDEA DEL BAZAR,Puebla,Tehuacán,Calzada ADOLFO LOPEZ MATEOS 3351 int B,Colonia SAN LORENZO TEOTIPILCO,75855,2383822558,,Hotel,798,32
HOTEL CITY EXPRESS BY MARRIOTT TEHUACAN,Puebla,Tehuacán,Calzada ADOLFO LÓPEZ MATEOS 3616 int H,Colonia SAN LORENZO TEOTIPILCO,75855,2383840120,CETCN.GERENCIA@CITYEXPRESS.COM.MX,Hotel,799,108
HOTEL SAN LORENZO,Puebla,Tehuacán,Carretera CARRT. FED. KM-249 MEXICO-CORDOB int NO,Colonia SAN LORENZO TEOTIPILCO,75855,2383712352,,Hotel,800,82
HOTEL ALOFT,Querétaro,Querétaro,Carretera QUERETARO - SAN LUIS POTOSI 10617 int -,Colonia EL SALITRE,76127,4424049000,,Hotel,801,36
THI FINEST HOTEL,Quintana Roo,Isla Mujeres,Boulevard PASEO MUJERES LT.10 int MZ.1,Súper manzana 3 ISLA BLANCA,77400,9988728600,ADMIN.MXC@GRUPOEXCELLENCE.COM,Hotel,802,99
OPERADORA INTEGRAL DE SERVICIOS TURÍSTICOS COSTA MAYA SA DE CV,Quintana Roo,Othón P. Blanco,Avenida HÉROES 169 int 0,Colonia CENTRO,77000,019838332710,HOTELJULIET@HOTMAIL.COM,Hotel,803,100
Hotel Villanueva Chetumal,Quintana Roo,Othón P. Blanco,Avenida Carmen Ochoa de Merino 166 int S/N,Colonia Centro,77000,,contraloria@hotelvillanuea.com.mx,Hotel,804,67
HOTEL CASA BLANCA,Quintana Roo,Othón P. Blanco,Avenida ALVARO OBREGON 312 int -,Ciudad CHETUMAL,77000,,,Hotel,805,63
HOTEL PRINCIPE,Quintana Roo,Othón P. Blanco,Avenida PROLONGACION HEROES 324 int -,Ciudad CHETUMAL,77010,,,Hotel,806,81
HOTEL FIESTA INN,Quintana Roo,Othón P. Blanco,Calle Álvaro Obregón 229 int S/N,Colonia Centro,77000,,comprasfiche@posadas.com,Hotel,807,31
HABITAS BACALAR,Quintana Roo,Othón P. Blanco,Carretera FEDERAL CHETUMAL-BACALAR S/N int LOTE 164,Ejido Juan Sarabia,77963,,patriciaespinosar@yahoo.com.mx,Hotel,808,36
The Explorean Kohunlich,Quintana Roo,Othón P. Blanco,Carretera Chetumal- Escárcega S/N int S/N,Ejido Ramonal,77981,,luis.cob@posadas.com,Hotel,809,57
HOTEL DEL SOL,Quintana Roo,Benito Juárez,Avenida LOPEZ PORTILLO LTE.1-A int MZ 2,Súper manzana 85,77520,,ADMINISTRACION@HOTELDELSOL.COM,Hotel,810,10
HOTEL ONE CANCUN CENTRO,Quintana Roo,Benito Juárez,Avenida TULUM LT. 1-01 int MZ 2,Súper manzana 13,77504,9888868200,MONICA.MELGAREJO@POSADAS.COM,Hotel,811,92
OPERADORA DRENACAMP,Quintana Roo,Benito Juárez,Avenida CTM LT 35 int MZ 02,Súper manzana 73,77510,9889301710,,Hotel,812,37
HOTEL DESIRE PEARL,Quintana Roo,Benito Juárez,Avenida COSTERA NORTE LT.01 int MZ 26,Súper manzana 10 PUERTO MORELOS,77580,9888487900,CONTRALORIA@ORIGINALRESORTS.COM,Hotel,813,31
HOTEL FIESTA INN CANCUN,Quintana Roo,Benito Juárez,Avenida BONANPAK LTE.1 int MZ 1,Súper manzana 6,77500,,GMARTINEZ@FVISION.MX,Hotel,814,35
HOTEL SOBERANIS,Quintana Roo,Benito Juárez,Avenida COBA LTS. 5 Y 7 int MZ. 8,Súper manzana 22 CENTRO,77500,9988844564,HOTELSOBERANIS_OTI@HOTMAIL.COM,Hotel,815,43
EL REY DEL CARIBE,Quintana Roo,Benito Juárez,"Avenida UXMAL LOTE 17,18 Y 19 int MZ 3",Súper manzana 2 A,77500,9988842028,INFO@ELREYDELCARIBE.COM,Hotel,816,41
HOTEL ROYAL,Quintana Roo,Benito Juárez,Boulevard KUKULKAN KM 10 LT 13-B int MZ 51,Sección ZONA HOTELERA,77500,,framirez@sunset.com.mx,Hotel,817,70
HOTEL,Quintana Roo,Benito Juárez,Boulevard KUKULKAN LTE. 03-C int MZ 34,Sección ZONA HOTELERA KM. 4.5,77500,,contabilidad@puentecalinda.com,Hotel,818,11
HOTEL PRESIDENTE CANCUN,Quintana Roo,Benito Juárez,Boulevard KUKULKAN KM 7.5 int MZ 0,Sección ZONA HOTELERA,77500,,oswaldo_pacheco@grupopresidente.com,Hotel,819,18
HOTEL FIESTA AMERICANA VILLAS CANCUN,Quintana Roo,Benito Juárez,Boulevard KUKULKAN MZ 50 int LT 3,Sección ZONA HOTELERA,77500,,nestor.namc@gmail.com,Hotel,820,20
HOTEL ROYAL SANDS,Quintana Roo,Benito Juárez,Boulevard KUKULCAN ZONA HOTELERA LTE.32 int SECC.A,Sector ZONA HOTELERA,77500,9988810100,JMEDINA@ROYALRESORT.COM,Hotel,821,30
HOTEL LIVE AQUA CANCUN,Quintana Roo,Benito Juárez,Boulevard KUKULKAN LTE.18-3 int MZ 52,Sección ZONA HOTELERA,77500,,GMARTINEZ@FVISION.MX,Hotel,822,50
HOTEL,Quintana Roo,Benito Juárez,Boulevard KUKULKAN LTE.7 int 0,Colonia ZONA HOTELERA KM 17,77500,,EDUARDO.BUSTILLO@IBEROSTAR.COM.MX,Hotel,823,89
HOTEL PARADISUS CANCUN RESORT,Quintana Roo,Benito Juárez,Boulevard KUKULCAN LOTE 43 int MZ 23,Sección ZONA HOTELERA KM 16.5,77500,9988811631,ANA.HERNANDEZ@MELIA.COM,Hotel,824,20
HOTEL FIESTA AMERICANA VILLAS CANCUN,Quintana Roo,Benito Juárez,Boulevard KUKULKAN KM.8.5 LOTE 3 int MZ 50,Colonia ZONA HOTELERA,77500,9988811411,ROBERTO.ALVAREZ@POSADAS.COM,Hotel,825,91
HOTEL TEMTATION CANCUN RESORT,Quintana Roo,Benito Juárez,Boulevard KUKULKAN   KM.3.5 MZ 32 int LT. 14-01,Sección K.M 3.5,77500,,gestoria1@original-group.com,Hotel,826,28
THE RITZ CARLTON CANCUN,Quintana Roo,Benito Juárez,Boulevard KUKULCAN RET. DEL REY ZONA HOTELERA 36 int MZ 0,Sector CANCUN CENTRO,77500,9988810730,VICTOR.SANCHEZ@RITZCARLTON.COM,Hotel,827,9
HOTEL CALYPSO,Quintana Roo,Benito Juárez,Boulevard KUKULKAN LT D-8-0 int MZ 31,Sección ZONA HOTELERA KM 4,77500,,SERVICIOS@HOTELCALYPSO.COM.MX,Hotel,828,54
HOTEL FITNEST PLAYA MUJERES,Quintana Roo,Benito Juárez,Calle VIALIDAD PASEO ISLA MUJERES LTE.10 int MZ 1,Súper manzana 3,77400,,admin.mxc@theexcellancecollection.com,Hotel,829,53
HOTEL BELOVED,Quintana Roo,Benito Juárez,Calle VIALIDAD PASEO ISLA MUJERES LTE.10 int MZ 1,Súper manzana 3,77400,,,Hotel,830,43
OPERADORA CIC,Quintana Roo,Benito Juárez,Calle KUKULCAN LOTE C2 Y C2A int MZ 0,Sección ZONA HOTELERA KM 4.5,77500,9981097630,JMEDINA@ROYALRESORT.COM,Hotel,831,70
HOTEL ANTILLANO,Quintana Roo,Benito Juárez,"Calle CLAVELES MZ 5 int LT 20, 37 Y 39",Súper manzana 22,77498,,hotelantillano@gmail.com,Hotel,832,60
HOTEL SECRETS THE VINE,Quintana Roo,Benito Juárez,Calle KM.14 LTE.38 int MZ 0,Sección ZONA HOTELERA,77500,9988404863,CONTADOR.SEVC@SECRETSRESORTS.COM,Hotel,833,54
HOTEL,Quintana Roo,Benito Juárez,Retorno LACANDONES 52 int MZ 53,Sección A ZONA HOTELERA,77500,,EDUARDO.BUSTILLO@IBEROSTAR.COM.MX,Hotel,834,8
EMPORIO HOTEL & SUITES CANCUN,Quintana Roo,Benito Juárez,Retorno GUCUMATZ LTE.49 int MZ 53,Sección ZONA HOTELERA SECC A,77500,,SARAVIAPALMA@HOTMAIL.COM,Hotel,835,27
HOTEL SECRECTS EXCELLENCE,Quintana Roo,Benito Juárez,Carretera CHETUMAL -PTO JUAREZ LOTE 1 int MZ 7,Súper manzana 11,77580,9988728600,C.AVENTURA@EXCELLENCE-RESORT.COM,Hotel,836,107
POOL BAR 144.,Quintana Roo,Solidaridad,Ampliación PROLONGACION 5ª. AVENIDA MZ. 20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURÍDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,837,54
GIMNASIO,Quintana Roo,Solidaridad,Ampliación PROLONGACION 5ª. AVENIDA MZ. 20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,838,50
HOTEL PLATINUM YUCATAN PRINCESS.,Quintana Roo,Solidaridad,Avenida PROLONGACION 5ª. AVENIDA MZ. 20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURÍDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,839,99
BAR RECEPCION LOBBY PLATINUM YUCATAN.,Quintana Roo,Solidaridad,Avenida PROLONGACION 5ª. AVENIDA. MZ. 20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURÍDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,840,75
LAS BRISAS,Quintana Roo,Solidaridad,Avenida AV. XCACEL MZA 18 int LT 1,Pueblo PUERTO AVENTURAS,77750,9848751020,mexico.directorastaff@cataloniahotels.com,Hotel,841,90
SPORT BAR,Quintana Roo,Solidaridad,Avenida PROLONGACION AV.5ª MZ.20 int LT.06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,842,3
ALLEGRO RESORTS PLAYACAR,Quintana Roo,Solidaridad,Avenida XAMAN HA S/N int LT 7,Fraccionamiento PLAYA CAR FASE II,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,843,110
PALAZZO,Quintana Roo,Solidaridad,Avenida XAMAN-HA 6 int SN,Fraccionamiento PLAYA CAR FASE II,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,844,113
VENTANAS,Quintana Roo,Solidaridad,Avenida XAMAN-HA 6 int SN,Fraccionamiento PLAYA CAR FASE II,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,845,98
DECK/THE GRILL,Quintana Roo,Solidaridad,Avenida XAMAN-HA 6 int SN,Fraccionamiento PLAYA CAR FASE II,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,846,74
SNACK & GRILL,Quintana Roo,Solidaridad,Avenida XAMAN HA SN int LT 7,Fraccionamiento PLAYA CAR FASE II,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,847,49
O SOLE MIO,Quintana Roo,Solidaridad,Avenida XAMAN HA SN int LT 7,Fraccionamiento PLAYA CAR FASE II,77717,9848734500,playacar.fiscal@barcelo.com,Hotel,848,62
BAR POOL VILLA,Quintana Roo,Solidaridad,Avenida PROLONGACION AV. 5ª MZZ 20 int LT 6,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,849,1
SPORT BAR,Quintana Roo,Solidaridad,Avenida XCACEL MZA 18 PLANO 2 int LT 1,Pueblo PUERTO AVENTURAS,77750,9848751020,mexico.directorastaff@cataloniahotels.com,Hotel,850,46
RESTAURANTE EL MERCADO,Quintana Roo,Solidaridad,Avenida XCACEL MZA 18 int LT-1,Pueblo PUERTO AVENTURAS,77750,9848751020,mexico.directorastaff@cataloniahotels.com,Hotel,851,39
RESTAURANTE BAR AYAMI,Quintana Roo,Solidaridad,Avenida CARRETERA FEDERAL. 307 CHETUMAL-PTO JUAREZ KM 306+250 SD int SD,Zona federal SD,77790,,mexico.directorastaff@cataloniahotels.com,Hotel,852,97
RESTAURANTE LA BRUSCHETTA,Quintana Roo,Solidaridad,Avenida PROLONGACION 5ª. AVENIDA MZ. 20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,853,50
DISCO BAR,Quintana Roo,Solidaridad,Avenida XAMAN HA NA int LT 7,Fraccionamiento PLAYA CAR FASE II,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,854,110
SPICES,Quintana Roo,Solidaridad,Avenida XAMAN-HA 6 int SN,Fraccionamiento PLAYA CAR FASE II,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,855,107
ALLEGRIA,Quintana Roo,Solidaridad,Avenida XAMAN-HA. 6 int S/N,Fraccionamiento PLAYA CAR FASE II,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,856,54
BAR SALON DE EVENTOS,Quintana Roo,Solidaridad,Avenida PROLONGACION 5ª. AVENIDA MZ. 20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,857,69
BAR SALSA,Quintana Roo,Solidaridad,Avenida PROLONGACION 5ª. AVENIDA MZ. 20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURÍDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,858,96
BAR POOL,Quintana Roo,Solidaridad,Avenida PROLONGACION 5ª. AVENIDA MZ. 20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,859,95
DISCO LA PIÑATA,Quintana Roo,Solidaridad,Avenida XCACEL MZA 18 int LT-1,Pueblo PUERTO AVENTURAS,77750,9848751020,mexico.directorastaff@cataloniahotels.com,Hotel,860,70
BAR DISCOTECA,Quintana Roo,Solidaridad,Avenida PROLONGACION 5ª. AVENIDA MZ. 20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,861,103
THE BUFFET RESTAURANT TOPAZ CRISTAL,Quintana Roo,Solidaridad,Avenida XAMAN HA NA int LT 7,Fraccionamiento PLAYA CAR FASE II,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,862,78
RESTAURANT BAR MIRAMAR,Quintana Roo,Solidaridad,Avenida COSTERA NTE (MIRAMAR) MZA 7 int LOTE 1,Colonia ZAZIL HA,77720,9848734120,JCASTRILLON@THEREEFPLAYACAR.COM,Hotel,863,29
RESTAURANTES SKY LIGHTS,Quintana Roo,Solidaridad,Avenida PROLONGACION 5ª. AVENIDA MZ. 20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,864,63
RESTAURANTE AROMA,Quintana Roo,Solidaridad,Avenida PROLONGACION 5ª. AVENIDA MZ. 20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURÍDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,865,29
RESTAURANTE BUFFET YUCATAN,Quintana Roo,Solidaridad,Avenida PROLONGACION 5ª. AVENIDA MZ. 20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURÍDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,866,35
RESTAURANTE BAR ROSINELLA,Quintana Roo,Solidaridad,Avenida COSTERA NTE MZA 7 int LOTE 1,Colonia ZAZIL HA,77720,9848772880,AUXILIARFISCAL@THEREEFPLAYACAR.COM,Hotel,867,56
BAR SKY,Quintana Roo,Solidaridad,Avenida PROLONGACION 5ª. AVENIDA MZ. 20 int LT. 06,Colonia PLAYA DEL CARMEN CENTRO,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,868,63
RESTAURANTE EL BAMBOLEO,Quintana Roo,Solidaridad,Avenida AV XCACEL MZA 18 PLANO2 int LT-1,Pueblo PUERTO AVENTURAS,77750,9848751020,mexico.directorastaff@cataloniahotels.com,Hotel,869,4
TEATRO ROYAL,Quintana Roo,Solidaridad,Avenida XAMAN-HA SD int LT 7,Fraccionamiento FRACCIONAMIENTO PLAYACAR,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,870,50
RESTAURANTE PLAYA,Quintana Roo,Solidaridad,Avenida PROLONGACION 5TA AV LT-006 int MZA-20,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,871,44
BAR TEQUILA,Quintana Roo,Solidaridad,Avenida XCACEL MZA 18 int LT 1,Pueblo PUERTO AVENTURAS,77750,9848751020,mexico.directorastaff@cataloniahotels.com,Hotel,872,86
RESTAURANTE BUFFET PLATINUM RIVIERA,Quintana Roo,Solidaridad,Avenida PROLONGACION AV.5ª MZ.20 int LT.06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,873,87
RESTAURANTE DE ESPECIALIDADES,Quintana Roo,Solidaridad,Avenida CARRETERA FED 307 CHETUMAL-PTO.JUAREZ KM 264+500 int NA,Zona federal XPUHA,77790,9848751020,mexico.directorastaff@cataloniahotels.com,Hotel,874,103
PURE CHILL OUT BAR,Quintana Roo,Solidaridad,Avenida XCACEL MZA 18 int LOTE 1.,Sector PUERTO AVENTURAS,77750,9848751020,mexico.directorastaff@cataloniahotels.com,Hotel,875,52
POOL BAR / CIELITO LINDO,Quintana Roo,Solidaridad,Avenida XAMAN HA SN int LT 7,Fraccionamiento PLAYA CAR FASE II,77717,9848734500,playacar.fiscal@barcelo.com,Hotel,876,93
EL ABUELO,Quintana Roo,Solidaridad,Avenida AV XCACEL MZA. 18 PLANO 2 int LT-1,Pueblo PUERTO AVENTURAS,77750,9848751020,mexico.directorastaff@cataloniahotels.com,Hotel,877,22
TAPAS BAR,Quintana Roo,Solidaridad,Avenida XCACEL MZA 18 int LT 1,Pueblo PUERTO AVENTURAS,77750,9848751020,mexico.directorastaff@cataloniahotels.com,Hotel,878,108
CONSULTORIO MEDICO,Quintana Roo,Solidaridad,Avenida PROLONGACION 5ª. AVENIDA MZ. 20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,879,60
BEACH BAR,Quintana Roo,Solidaridad,Avenida AV. XCACEL MZA 18 int LT 1,Zona federal DESAROLLO HOTELERO PUERTO AVENTURAS,77750,9848751020,mexico.directorastaff@cataloniahotels.com,Hotel,880,17
LA CREPERIA,Quintana Roo,Solidaridad,Avenida XCACEL MZA 18 int LT 1,Pueblo PUERTO AVENTURAS,77750,9848751020,mexico.directorastaff@cataloniahotels.com,Hotel,881,80
BAR DE ESPERA,Quintana Roo,Solidaridad,Avenida PROLONGACION 5TA AV MZA 20 int LTE 006,Ciudad SD,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,882,69
BAR CHILD OUT,Quintana Roo,Solidaridad,Avenida PROLG. 5TA AV MZ 20 int LT 6,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,883,4
LA VACA GAUCHA,Quintana Roo,Solidaridad,Avenida SD 057 int 003-008,Colonia SD,77710,,,Hotel,884,51
FIRTS CLUB,Quintana Roo,Solidaridad,Avenida XAMAN HA 1 int LT 7,Fraccionamiento PLAYA CAR FASE II,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,885,76
AMBAR,Quintana Roo,Solidaridad,Avenida XAMAN HA NA int LT 7,Fraccionamiento PLAYA CAR FASE II,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,886,73
FUJI,Quintana Roo,Solidaridad,Avenida XAMAN HA 3 int SN,Fraccionamiento PLAYA CAR FASE II,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,887,85
HOTEL ROYAL HIDEAWAY RESORT & SPA,Quintana Roo,Solidaridad,Avenida XAMAN HA MZA 6 int SN,Fraccionamiento PLAYA CAR FASE II,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,888,4
VACACIONES BARCELO,Quintana Roo,Solidaridad,Avenida XAMAN HA 2 int LT 7,Fraccionamiento PLAYA CAR FASE II,77710,9848734500,playacar.fiscal@barcelo.com,Hotel,889,11
HOTEL SIESTA FIESTA,Quintana Roo,Solidaridad,Avenida 5TA MZA 029 int LT 002,Colonia CENTRO,77710,9848030330,gestoriaplaya.ic@outlook.com,Hotel,890,83
HOTEL PELICANO INN,Quintana Roo,Solidaridad,Avenida ZONA FEDERAL MARITIMA SD int SD,Colonia CENTRO,77710,,,Hotel,891,55
CAPRICHO,Quintana Roo,Solidaridad,Avenida AV.    28   NTE  /  HOTEL THE REEF 28 N/A int N/A,Colonia CENTRO,77710,,,Hotel,892,18
ZARAPE,Quintana Roo,Solidaridad,"Avenida AV.       CONSTITUYENTES N/A int LT.   002,003, 004, 005 Y 006",Colonia CENTRO,77710,,,Hotel,893,111
CACHITO,Quintana Roo,Solidaridad,Avenida AV. 28 NTE   /   HOTEL THE REEF 28 N/A int N/A,Colonia CENTRO,77710,,,Hotel,894,60
BELLA RISTORANTE ITALIANO,Quintana Roo,Solidaridad,"Avenida AV.   CONSTITUYENTES,   LT. 002,003,  004,  005 Y 006 N/A int N/A",Colonia CENTRO,77710,,,Hotel,895,24
OFF THE HOOK,Quintana Roo,Solidaridad,"Avenida CONSTITUYENTES LT.  002,003, 004, 005 Y 006 int N/A",Colonia CENTRO,77710,,,Hotel,896,7
THE GYM,Quintana Roo,Solidaridad,"Avenida CONSTITUYENTES LT. 002,  003, 004, 005 Y 006 int N/A",Colonia CENTRO,77710,,,Hotel,897,34
RESTAURANTE DE ESPECIALIDADES,Quintana Roo,Solidaridad,"Avenida AV.   XCACEL, PL 2, MZ. 18, int LT. 12",Colonia DESARROLLO HOTELERO PTO AVENTURAS,77710,,,Hotel,898,49
ROOM SERVICE,Quintana Roo,Solidaridad,"Avenida 5TA AVENIDA  C, 30 Y 32 NTE. LT. 001-023 int SN",Ciudad PLAYA DEL CARMEN,77710,,luz.vazquez@playaresorts.com,Hotel,899,42
RESTAURANTE BAR UMI ROOFTOP,Quintana Roo,Solidaridad,Avenida C-8 NTE 021 int 004,Colonia CENTRO,77710,9848030330,GESTORIAPLAYA.IC@GMAIL.COM,Hotel,900,28
AXIOTE,Quintana Roo,Solidaridad,Calle 34 NTE MZA-065 int N/A,Colonia GONZALO GUERRERO,77710,,,Hotel,901,59
LA TABERNA,Quintana Roo,Solidaridad,Calle C4 NORTE N/A int N/A,Colonia CENTRO,77710,,,Hotel,902,42
BAR LOBBY RECEPCION RIVIERA,Quintana Roo,Solidaridad,Calle PROLONGACION AV.5ª MZ.20 int LT.6,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,903,44
REST. TEMATICO MAMAMIA,Quintana Roo,Solidaridad,Calle PROLONGACION AV.5ª MZ.20 int LT.6,Zona federal CALICA,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,904,98
GRAN SUNSET PRINCESS,Quintana Roo,Solidaridad,Calle PROLG. 5TA AV. GRAN SUNSET PRINCESS MZA 20 int LT 06,Colonia PLAYA DEL CARMEN CENTRO,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,905,113
GYM,Quintana Roo,Solidaridad,Calle PROLG. 5TA. AV MZA 20 int LT 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,906,49
BAR SALON DE ANIMACION,Quintana Roo,Solidaridad,Calle PROLONGACION AV.5ª MZ.20 int LT.6,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,907,36
RESTAURANTE BAR BLOVED,Quintana Roo,Solidaridad,Privada CARRETERA FEDERAL 307 CHETUMAL-PTO JUAREZ KM 306+250 KM 306+250 int SN,Zona federal PUNTA MAROMA,77710,,mexico.directorastaff@cataloniahotels.com,Hotel,908,97
HOTEL GRAND RIVIERA PRINCESS,Quintana Roo,Solidaridad,Prolongación HOTEL GRAND RIVIERA PRINCESS MZ.20.. int LT.6,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,909,107
BUFFET RIVIERA,Quintana Roo,Solidaridad,Prolongación 5TA AV 20 int 006,Prolongación HOTEL PRINCESS,77710,,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,910,54
HOTEL GRAND SUNSET PINCESS,Quintana Roo,Solidaridad,Prolongación PROLONGANCION 5A AV MZA 20 int LTE 006,Prolongación HOTEL PRINCESS,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,911,33
SPA,Quintana Roo,Solidaridad,Prolongación PROLONGACION 5ª. AVENIDA MZ.20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,912,107
BAR RECEPCION LOBBY YUCATAN.,Quintana Roo,Solidaridad,Prolongación PROLONGACION 5ª. AVENIDA MZ. 20 int LT. 06,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,913,11
RESTAURANTE TEMATICO LA VAQUERIA,Quintana Roo,Solidaridad,Prolongación PROLONGACION AV.5ª MZ.20 int LT.6,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,914,61
RESTAURANTE BUFFET SUNSET,Quintana Roo,Solidaridad,Prolongación PROLONGACION AV.5ª MZA 20 int LTE 6,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,915,3
BAR INOMINADO Y/O BUFFET,Quintana Roo,Solidaridad,Prolongación PROLONGACION AV.5ª MZ.20 int LT.6,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCES-HOTELS.COM,Hotel,916,96
BAR PLAZA,Quintana Roo,Solidaridad,Prolongación PROLONGACION AV.5ª MA.20 int LT.6,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,917,70
BAR LOBBY RECEPCION SUNSET,Quintana Roo,Solidaridad,Prolongación PROLONGACION AV.5TA.BAR LOBBY RECEPCION SUNSET MZ.20 int LT.6,Ciudad PLAYA DEL CARMEN,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,918,7
RESTAURANTE TEMATICO MISO,Quintana Roo,Solidaridad,Prolongación PROLONGACION AV.5ª MZ.20 int LT.6,Colonia PLAYA DEL CARMEN CENTRO,77710,9848773500,JURIDICO.RIVIERA@PRINCESS-HOTELS.COM,Hotel,919,45
